Gene,Description,Symbol,MeanExpression,log2FoldChange(WS/DS),padj,log2FC,eyespot
LOC112050954,uncharacterized protein LOC112050954,LOC112050954,1288.122038,-1.028228487,1.95E-10,1.028228487,NA
LOC112052812,histidine triad nucleotide-binding protein 1-like,HINT1,237.0168612,-0.833960365,2.07E-10,0.833960365,NA
LOC112048309,DNA-directed RNA polymerase II subunit RPB2,RpII140,5685.158424,-0.405620078,2.10E-10,0.405620078,NA
LOC112049938,glutathione S-transferase 1-1,gfzf,578.7295326,1.086408141,2.20E-10,-1.086408141,NA
LOC112052917,serine/threonine-protein kinase polo,polo,1148.103108,-1.053319072,2.23E-10,1.053319072,NA
LOC112043333,protein Mpv17,CG11077,734.407712,-0.637404181,2.30E-10,0.637404181,NA
LOC112049699,retinol dehydrogenase 11-like,CG11200,1336.211086,1.197261165,2.30E-10,-1.197261165,NA
LOC112055104,ER degradation-enhancing alpha-mannosidase-like protein 3,Edem2,1227.345274,-0.632816878,2.33E-10,0.632816878,NA
LOC112054286,"28S ribosomal protein S31, mitochondrial",mRpS31,1251.150703,-0.680073573,2.35E-10,0.680073573,NA
LOC112054507,probable serine/threonine-protein kinase DDB_G0282963 isoform X1,Svil-,518.7822348,-0.780718545,2.50E-10,0.780718545,NA
LOC112045355,EF-hand domain-containing protein D2 homolog,Swip-1,1626.728672,-0.368179922,2.51E-10,0.368179922,NA
LOC112045223,MAP kinase-interacting serine/threonine-protein kinase 1-like,Lk6,19260.67876,0.698618273,2.55E-10,-0.698618273,NA
LOC112058478,mesoderm induction early response protein 1,CG1620,1448.665767,0.421855571,2.66E-10,-0.421855571,NA
LOC112044879,pantothenate kinase 3 isoform X1,fbl,6105.101593,0.642980933,2.73E-10,-0.642980933,NA
LOC112054152,mitochondrial inner membrane protein OXA1L,OXA1L,1379.013819,-0.409731539,2.86E-10,0.409731539,NA
LOC112054520,protein charybde-like,chrb,15847.81729,-0.860731348,2.99E-10,0.860731348,eyespot_down
LOC112046993,larval/pupal cuticle protein H1C-like,LOC112046993,49.72235562,3.537996289,3.13E-10,-3.537996289,NA
LOC112054266,"thioredoxin reductase 1, mitochondrial isoform X1",Trxr-1,6443.018602,-0.343703841,3.57E-10,0.343703841,NA
LOC112043306,very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase hpo-8,Hacd1,2054.364758,0.63322337,3.76E-10,-0.63322337,NA
LOC112056135,eukaryotic translation initiation factor 5B,eIF5B,7250.347498,-0.256746464,3.76E-10,0.256746464,NA
LOC112053106,protein claret segregational,kinesin-14,2025.110608,-1.044090785,3.85E-10,1.044090785,NA
LOC112043434,caspase-8,Dredd,932.2722583,0.542855508,3.86E-10,-0.542855508,NA
LOC112050073,"short-chain specific acyl-CoA dehydrogenase, mitochondrial",Arc42,801.0596882,-0.775711165,3.92E-10,0.775711165,NA
LOC112044733,neurabin-1 isoform X7,Spn,555.9827099,0.953476886,3.96E-10,-0.953476886,NA
LOC112054984,putative polypeptide N-acetylgalactosaminyltransferase 9 isoform X2,Pgant9,6462.971661,-0.494538009,3.99E-10,0.494538009,NA
LOC112054175,Kinetochore-associated protein 1,LOC112054175,728.8133277,-1.346645669,4.22E-10,1.346645669,NA
LOC112049024,ejaculatory bulb-specific protein 3-like,Phk-3,8792.298961,1.000125561,4.27E-10,-1.000125561,NA
LOC112049547,"ribonuclease Z, mitochondrial isoform X1",JhI-1,2429.914045,-0.309656696,4.51E-10,0.309656696,NA
LOC112046276,mini-chromosome maintenance complex-binding protein,CG3430,1933.528429,-0.786885977,4.55E-10,0.786885977,NA
LOC112058007,"probable splicing factor, arginine/serine-rich 7",Srp54,4389.351356,-0.393126909,4.61E-10,0.393126909,NA
LOC112047607,lachesin isoform X1,Lac,6848.960882,-0.648471684,4.62E-10,0.648471684,NA
LOC112053205,protein Peter pan,ppan,2610.218892,-0.377273975,5.73E-10,0.377273975,eyespot_down
LOC112049064,targeting protein for Xklp2-like,Hrs,1881.993919,-1.200105505,6.10E-10,1.200105505,NA
LOC112050905,probable multidrug resistance-associated protein lethal(2)03659 isoform X1,CG7627,1143.825289,-0.5000678,6.10E-10,0.5000678,NA
LOC112055968,chromatin-remodeling complex ATPase chain Iswi isoform X1,Iswi,8738.23988,-0.310904314,6.64E-10,0.310904314,NA
LOC112058416,inter-alpha-trypsin inhibitor heavy chain H3-like isoform X1,LOC112058416,2502.986303,1.188352224,6.80E-10,-1.188352224,NA
LOC112053855,eukaryotic translation initiation factor 2-alpha kinase isoform X1,PEK,1816.128717,0.620408904,6.85E-10,-0.620408904,NA
LOC112046495,uncharacterized protein LOC112046495,LOC112046495,276.1459308,1.113405971,7.55E-10,-1.113405971,NA
LOC112056054,nucleolar and coiled-body phosphoprotein 1,CG42258,4021.600259,0.837141511,7.85E-10,-0.837141511,NA
LOC112046119,microtubule-associated protein futsch-like,futsch,1258.324014,-1.114798588,7.86E-10,1.114798588,eyespot_up
LOC112049927,myb-binding protein 1A-like protein,Mybbp1A,4448.502515,-0.443142271,7.86E-10,0.443142271,NA
LOC112050828,"glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic isoform X1",Gpdh,494.2301639,0.812145732,7.86E-10,-0.812145732,NA
LOC112045354,inhibitor of growth protein 3,Ing3,1212.609387,-0.648646358,8.03E-10,0.648646358,NA
LOC112046219,DNA repair protein RAD50,rad50,14036.32053,-0.545257853,8.57E-10,0.545257853,NA
LOC112054527,RNA-binding protein 4.1-like isoform X2,CG7903,2581.49747,0.389769153,8.57E-10,-0.389769153,NA
LOC112054318,oxidation resistance protein 1 isoform X7,mtd,576.6237354,-0.753886773,9.39E-10,0.753886773,NA
LOC112046868,cytochrome c oxidase assembly factor 7 homolog,COA7,914.9063466,0.447662557,1.06E-09,-0.447662557,NA
LOC112058375,transcription factor kayak isoform X1,kay,1200.175604,0.660134257,1.08E-09,-0.660134257,eyespot_down
LOC112048839,"peroxiredoxin-5, mitochondrial",Prx5,3593.67922,-0.436939157,1.14E-09,0.436939157,eyespot_down
LOC112054531,nudix hydrolase 8-like,CG8128,349.3454132,-0.719038487,1.16E-09,0.719038487,NA
LOC112047407,glucose-6-phosphate 1-dehydrogenase,Zw,4322.839073,-0.70382207,1.19E-09,0.70382207,NA
LOC112048676,large neutral amino acids transporter small subunit 1,mnd,7554.330087,0.526217635,1.23E-09,-0.526217635,NA
LOC112050949,"phosphate carrier protein, mitochondrial-like",Mpcp1,14970.3549,-0.554291479,1.28E-09,0.554291479,NA
LOC112052912,pre-rRNA processing protein FTSJ3,CG8939,6440.638941,-0.342867047,1.28E-09,0.342867047,NA
LOC112052365,kinase D-interacting substrate of 220 kDa B isoform X1,CG42672,815.283097,-0.449340147,1.35E-09,0.449340147,NA
LOC112050929,ATPase family AAA domain-containing protein 2-like isoform X1,TER94,190.3483506,1.227446889,1.35E-09,-1.227446889,NA
LOC112044105,THAP domain-containing protein 2-like,MBD-R2,215.1238456,1.038079488,1.45E-09,-1.038079488,NA
LOC112055553,JmjC domain-containing protein 4,JMJD4,415.0545823,0.852641366,1.54E-09,-0.852641366,NA
LOC112044717,protein extra-macrochaetae,Emc,20933.59901,1.375432845,1.58E-09,-1.375432845,NA
LOC112052473,heat shock factor-binding protein 1,LOC112052473,1852.730924,-0.408262742,1.66E-09,0.408262742,NA
LOC112043751,calcium-independent phospholipase A2-gamma-like,iPLA2-VIA,195.1543867,0.893960963,1.70E-09,-0.893960963,NA
LOC112047903,UDP-galactose 4-epimerase isoform X1,CG5854,3398.514715,-0.724795523,1.83E-09,0.724795523,NA
LOC112045237,U3 small nucleolar RNA-associated protein 14 homolog A,CG12301,1920.937565,-0.456882151,2.06E-09,0.456882151,NA
LOC112050375,acetyl-CoA carboxylase isoform X2,ACC,2839.721374,-0.397417756,2.35E-09,0.397417756,NA
LOC112052322,nipped-B protein,Nipped-B,4027.828953,0.345308439,2.44E-09,-0.345308439,eyespot_up
LOC112044738,p21-activated protein kinase-interacting protein 1-like,CG12608,1229.240701,-0.612840562,2.44E-09,0.612840562,NA
LOC112049882,zinc finger protein 382-like isoform X1,l(3)neo38,960.0012174,0.747553885,2.44E-09,-0.747553885,eyespot_up
LOC112046842,serine-arginine protein 55 isoform X3,B52,17389.84449,-0.381704753,2.53E-09,0.381704753,NA
LOC112058456,ubiquitin-conjugating enzyme E2 C,vih,1874.528881,-0.437236753,2.56E-09,0.437236753,NA
LOC112049107,anillin isoform X1,scra,3189.014365,-0.659404216,2.58E-09,0.659404216,NA
LOC112043664,ATP-binding cassette sub-family G member 4 isoform X1,Atet,1812.409434,0.68299382,2.68E-09,-0.68299382,eyespot_up
LOC112043201,piRNA biogenesis protein EXD1-like,LOC112043201,2431.730041,-0.319884078,2.73E-09,0.319884078,NA
LOC112054357,gem-associated protein 5-like,LOC112054357,828.0872716,-0.609422307,2.73E-09,0.609422307,NA
LOC112042976,division abnormally delayed protein,dally,3481.543081,-0.509094764,2.82E-09,0.509094764,NA
LOC112054338,eIF-2-alpha kinase GCN2,Gcn2,750.9386311,0.466279113,2.82E-09,-0.466279113,NA
LOC112053439,cytochrome c,Cyt-c-p,1356.004926,0.642299151,3.24E-09,-0.642299151,NA
LOC112056082,uncharacterized protein LOC112056082,pwn,3290.033526,1.289220403,3.25E-09,-1.289220403,NA
LOC112054893,general transcription factor IIF subunit 2,TfIIFbeta,1016.00435,-0.682694177,3.37E-09,0.682694177,NA
LOC112052080,ubiquitin-like-conjugating enzyme ATG3,Atg3,2486.314701,0.330403749,3.42E-09,-0.330403749,NA
LOC112058512,golgin subfamily A member 6-like protein 22,LOC112058512,835.5263853,-0.977255266,3.50E-09,0.977255266,NA
LOC112044954,"28S ribosomal protein S34, mitochondrial",mRpS34,670.559485,-0.459842564,3.86E-09,0.459842564,NA
LOC112048984,ATP-binding cassette sub-family G member 4,CG5853,259.7471041,1.158383258,3.88E-09,-1.158383258,NA
LOC112056415,probable glutamine--tRNA ligase,Aats-gln,4131.601443,-0.299881775,3.95E-09,0.299881775,NA
LOC112045161,putative GPI-anchor transamidase,PIG-K,556.8525639,-0.735763439,4.34E-09,0.735763439,NA
LOC112058252,centrosomin isoform X1,cnn,1844.922608,-0.746856476,4.77E-09,0.746856476,eyespot_down
LOC112045674,NHP2-like protein 1,hoip,3946.103467,-0.411814085,5.22E-09,0.411814085,NA
LOC112054043,"elongation factor Ts, mitochondrial isoform X1",mEFTs,1057.858677,-0.474269641,5.31E-09,0.474269641,NA
LOC112051170,phosphatidylcholine:ceramide cholinephosphotransferase 2-like isoform X1,SMSr,1441.849805,0.497568072,5.43E-09,-0.497568072,NA
LOC112043519,KRR1 small subunit processome component homolog,dbe,1338.926664,-0.379916734,5.65E-09,0.379916734,NA
LOC112058622,extracellular serine/threonine protein kinase four-jointed,fj,11174.60887,0.486602266,5.80E-09,-0.486602266,NA
LOC112051175,serine/threonine-protein kinase Aurora-2-like,aurA,1608.736713,-0.769990206,5.87E-09,0.769990206,NA
LOC112046009,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like,Agpat3,1576.122241,-0.502940169,5.98E-09,0.502940169,NA
LOC112054517,cytochrome P450 4C1-like,Cyp4c3,159.6713451,2.033116736,6.06E-09,-2.033116736,NA
LOC112046049,neurotactin,Nrt,625.28659,-0.511679115,6.39E-09,0.511679115,NA
LOC112048847,innexin inx3,Inx3,44350.74855,-0.331481726,6.61E-09,0.331481726,eyespot_up
LOC112046330,triosephosphate isomerase,Tpi,8716.705446,0.489721644,6.73E-09,-0.489721644,NA
LOC112051030,farnesyl pyrophosphate synthase-like,Fpps,3219.599222,0.705431936,7.05E-09,-0.705431936,NA
LOC112048887,uncharacterized protein LOC112048887 isoform X1,LOC112048887,1294.490992,-0.806858076,7.35E-09,0.806858076,NA
LOC112053755,caskin-2 isoform X1,ckn,2832.956275,-0.420862372,7.62E-09,0.420862372,NA
LOC112045669,UDP-glucuronic acid decarboxylase 1,Uxs,266.9997288,-0.671584054,7.65E-09,0.671584054,NA
LOC112047859,muscle segmentation homeobox-like,Dr,5879.788534,0.62343248,8.11E-09,-0.62343248,NA
LOC112047440,histone deacetylase Rpd3,Rpd3,3105.51141,-0.622515092,8.29E-09,0.622515092,NA
LOC112043224,zinc finger CCCH domain-containing protein 13,CG8740,2122.564763,-1.057656305,8.43E-09,1.057656305,eyespot_up
LOC112043870,F-box/LRR-repeat protein 20,CG9003,924.8514792,0.486628955,8.89E-09,-0.486628955,NA
LOC112046711,probable RNA-binding protein CG14230,CG14230,2232.1656,-0.429968252,9.54E-09,0.429968252,NA
LOC112057294,"aldehyde dehydrogenase, dimeric NADP-preferring isoform X2",Aldh-III,1870.212057,-0.516753415,1.01E-08,0.516753415,NA
LOC112046623,putative serine/threonine-protein kinase nek2,LOC112046623,1719.753084,-1.208447728,1.06E-08,1.208447728,NA
LOC112053007,segmentation polarity homeobox protein engrailed-like,en,1858.822253,0.53072351,1.06E-08,-0.53072351,NA
LOC112049893,lethal(2) giant larvae protein isoform X1,l(2)gl,4033.462863,0.476230782,1.09E-08,-0.476230782,NA
LOC112046830,RNA-binding protein MEX3B,CG11360,518.3062562,-0.67021893,1.14E-08,0.67021893,eyespot_up
LOC112053768,neuronal membrane glycoprotein M6-a,M6,3348.25375,0.278622256,1.19E-08,-0.278622256,NA
LOC112053873,NA,NA,3701.134957,-0.356608096,1.23E-08,0.356608096,NA
LOC112049027,chemosensory protein 1 variant,EbpIII,70.04592056,7.094799297,1.23E-08,-7.094799297,eyespot_down
LOC112051553,N-glycosylase/DNA lyase,Ogg1,292.3415833,-0.745572706,1.39E-08,0.745572706,NA
LOC112045708,3-ketodihydrosphingosine reductase,CG10425,167.6160258,-0.983880559,1.43E-08,0.983880559,NA
LOC112053062,uncharacterized protein LOC112053062 isoform X1,LOC112053062,608.4138576,-0.652298502,1.45E-08,0.652298502,NA
LOC112043750,uncharacterized protein LOC112043750 isoform X2,LOC112043750,934.7565358,-0.774456587,1.50E-08,0.774456587,NA
LOC112044971,ATP-dependent RNA helicase dbp2-like isoform X1,CG10077,26096.35883,0.252811388,1.70E-08,-0.252811388,NA
LOC112053343,Rho guanine nucleotide exchange factor 10,CG43658,2319.788186,-0.411414334,1.72E-08,0.411414334,NA
LOC112054861,RNA-binding protein 28,CG4806,2958.405688,-0.679840687,1.74E-08,0.679840687,NA
LOC112055291,centromere/kinetochore protein zw10-like,LOC112055291,789.1666984,-1.406261089,1.76E-08,1.406261089,eyespot_down
LOC112049999,citron Rho-interacting kinase-like,LOC112049999,768.9562897,-0.98441441,1.87E-08,0.98441441,NA
LOC112053488,arylsulfatase I-like,CG8646,93.97253308,1.433756271,1.88E-08,-1.433756271,NA
LOC112058430,GTPase-activating protein,RasGAP1,1955.944964,0.387338816,1.94E-08,-0.387338816,NA
LOC112050051,transmembrane 9 superfamily member 4,TM9SF4,1443.724442,-0.340568162,2.10E-08,0.340568162,NA
LOC112052306,COP9 signalosome complex subunit 4,CSN4,1738.858904,-0.522970017,2.11E-08,0.522970017,NA
LOC112049525,protein penguin,pen,4318.652678,-0.323122414,2.25E-08,0.323122414,NA
LOC112043731,25S rRNA (cytosine-C(5))-methyltransferase nop2,CG8545,7724.193057,-0.54368837,2.64E-08,0.54368837,NA
LOC112052708,G2/mitotic-specific cyclin-B,CycB,505.7212257,-1.135517916,2.67E-08,1.135517916,NA
LOC112047746,OWR42331.1 putative B-cell lymphoma 3-encoded protein,LOC112047746,516.8662787,0.961524204,2.77E-08,-0.961524204,NA
LOC112056739,splicing factor 3A subunit 3,noi,2558.302432,-0.340501237,2.77E-08,0.340501237,NA
LOC112049548,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 isoform X2,BNIP3,1192.849381,0.417640712,2.83E-08,-0.417640712,NA
LOC112054696,condensin complex subunit 3,LOC112054696,1511.740794,-0.789449087,2.99E-08,0.789449087,NA
LOC112054705,eukaryotic translation initiation factor 3 subunit J,Adam,3809.389981,0.539678193,2.99E-08,-0.539678193,NA
LOC112053342,nuclear cap-binding protein subunit 3-like,LOC112053342,1432.133941,0.335941726,3.09E-08,-0.335941726,NA
LOC112058531,protein Wnt-6,Wnt6,1209.178283,-0.419739511,3.09E-08,0.419739511,NA
LOC112046205,26S proteasome non-ATPase regulatory subunit 2,Rpn1,12202.03707,-0.337453256,3.14E-08,0.337453256,NA
LOC112054551,endocuticle structural glycoprotein SgAbd-5-like,Cpr65Av,97.79942147,2.483577788,3.78E-08,-2.483577788,NA
LOC112055428,SPRY domain-containing SOCS box protein 3-like isoform X1,LOC112055428,679.1018514,1.101079812,4.03E-08,-1.101079812,NA
LOC112044155,circadian clock-controlled protein-like,CG10264,36.40799357,3.263974628,4.04E-08,-3.263974628,eyespot_up
LOC112050077,integrin beta-PS,mys,17192.12217,0.540372418,4.04E-08,-0.540372418,NA
LOC112056923,NA,NA,76.04583429,4.089975437,4.28E-08,-4.089975437,NA
LOC112049518,ribosome biogenesis regulatory protein homolog,CG32409,3056.042045,-0.365521867,4.32E-08,0.365521867,NA
LOC112045278,5-oxoprolinase,CG4752,1196.700664,0.489774544,4.50E-08,-0.489774544,NA
LOC112043539,geminin,geminin,1429.175393,-0.717252698,4.59E-08,0.717252698,NA
LOC112045921,carboxypeptidase D-like isoform X1,svr,3926.166311,0.339352911,4.72E-08,-0.339352911,NA
LOC112044352,protein hairless,H,5161.660347,-0.288879743,4.80E-08,0.288879743,eyespot_up
LOC112043900,vacuolar protein sorting-associated protein 54,scat,2010.092434,0.50012234,4.82E-08,-0.50012234,NA
LOC112048382,protein cueball,cue,505.5539064,0.533569272,4.92E-08,-0.533569272,NA
LOC112047997,protein zwilch,LOC112047997,708.8065657,-1.267752099,5.00E-08,1.267752099,NA
LOC112058064,nuclear pore complex protein Nup107,Nup107,2194.127611,-0.345252784,5.03E-08,0.345252784,eyespot_down
LOC112043296,E3 ubiquitin-protein ligase UBR5 isoform X1,hyd,11163.24606,-0.274361731,5.03E-08,0.274361731,NA
LOC112048892,androgen-induced gene 1 protein-like,CG3625,238.5909577,-1.25290914,5.18E-08,1.25290914,NA
LOC112055001,integrator complex subunit 11,IntS11,2563.513058,-0.479964484,5.27E-08,0.479964484,NA
LOC112042857,protein takeout,CG2016,20771.59085,0.874032164,5.36E-08,-0.874032164,NA
LOC112045297,ubiquitin conjugation factor E4 A,CG11070,919.6188205,-0.626053099,5.36E-08,0.626053099,NA
LOC112054738,nucleoplasmin-like protein isoform X1,Nlp,26690.86651,-0.291174216,5.46E-08,0.291174216,NA
LOC112051884,translationally-controlled tumor protein homolog,Tctp,62526.14223,0.539729807,5.47E-08,-0.539729807,NA
LOC112057022,serine/arginine-rich splicing factor 2 isoform X1,SC35,7460.885624,-0.338542886,5.54E-08,0.338542886,eyespot_down
LOC112043163,protein TMEPAI isoform X3,LOC112043163,1902.671598,0.56684574,5.55E-08,-0.56684574,NA
LOC112057725,low-density lipoprotein receptor isoform X6,LpR2,3890.109371,-0.424681682,5.70E-08,0.424681682,NA
LOC112048699,DNA-(apurinic or apyrimidinic site) lyase,Rrp1,15506.15603,-0.518979226,5.72E-08,0.518979226,NA
LOC112057570,cyclin-dependent kinase 7,Cdk7,1389.443559,-0.471789345,5.88E-08,0.471789345,NA
LOC112047742,uncharacterized protein LOC112047742,LOC112047742,122.8351635,1.28004427,6.06E-08,-1.28004427,NA
LOC112052787,structural maintenance of chromosomes protein 3,SMC3,4244.055284,0.297090846,6.18E-08,-0.297090846,NA
LOC112048434,E3 ubiquitin-protein ligase TRIM37-like,LOC112048434,1491.69842,0.723161727,6.20E-08,-0.723161727,NA
LOC112052270,tRNA (guanine-N(7)-)-methyltransferase,CG4045,694.5624154,-0.558314402,6.25E-08,0.558314402,NA
LOC112053962,NA,NA,32221.4256,0.553393208,6.27E-08,-0.553393208,NA
LOC112049044,26S proteasome non-ATPase regulatory subunit 8,Rpn12,3011.617779,-0.400387995,6.36E-08,0.400387995,NA
LOC112050612,leucine-rich repeat protein 1,Lrr47,256.1510791,-0.917322325,6.36E-08,0.917322325,NA
LOC112051025,protein limb expression 1 homolog isoform X1,lft,46943.04696,-0.514105266,6.62E-08,0.514105266,NA
LOC112048402,separin isoform X2,Sse,668.343184,-0.739031852,6.67E-08,0.739031852,NA
LOC112057979,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2 isoform X1,Ih,3005.392231,1.305298343,6.84E-08,-1.305298343,NA
LOC112045643,interleukin-1 receptor accessory protein-like,LOC112045643,9764.095313,0.415032868,6.95E-08,-0.415032868,eyespot_up
LOC112044785,pre-mRNA-processing factor 40 homolog A,Prp40,1671.032702,-0.348521052,7.09E-08,0.348521052,NA
LOC112056683,zinc finger protein 37-like,LOC112056683,787.3276038,0.517479654,7.31E-08,-0.517479654,NA
LOC112049294,"myb-related transcription factor, partner of profilin",LOC112049294,1475.966679,1.131991651,7.38E-08,-1.131991651,NA
LOC112043028,KPJ08715.1 Zinc finger protein 40,shn,2878.449126,0.43096855,7.43E-08,-0.43096855,NA
LOC112043605,"uncharacterized protein LOC112043605, partial",CG7029,7016.31395,0.639114266,7.89E-08,-0.639114266,NA
LOC112047172,pyrroline-5-carboxylate reductase 3,P5cr,250.8775259,0.701600434,8.01E-08,-0.701600434,NA
